#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
.	1:135285552-135285555	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=GCT;UPLOADED_ALLELE=GCT/-
.	1:140012233-140012234	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=A;UPLOADED_ALLELE=A/-
.	10:3508026-3508027	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	10:42895984-42895985	-	MGP_AJ_G0017183	MGP_AJ_T0025118.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Popdc3;BIOTYPE=protein_coding;INTRON=2/2;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=1;SYMBOL_SOURCE=MGI
.	10:42895984-42895985	-	MGP_AJ_G0037226	MGP_AJ_T0099260.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Gm27723;BIOTYPE=snRNA;REF_ALLELE=A;UPLOADED_ALLELE=A/-;DISTANCE=1924;STRAND=1;SYMBOL_SOURCE=MGI
.	11:94076491-94076492	-	MGP_AJ_G0018955	MGP_AJ_T0031792.1	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Zfp652;BIOTYPE=nonsense_mediated_decay;INTRON=6/7;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=1;SYMBOL_SOURCE=MGI
.	13:42279900-42279901	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	13:59696783-59696784	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	14:21302739-21302740	-	MGP_AJ_G0021044	MGP_AJ_T0038606.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Cacna2d3;BIOTYPE=protein_coding;INTRON=20/37;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	15:6447161-6447162	-	MGP_AJ_G0021676	MGP_AJ_T0040538.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Il7r;BIOTYPE=protein_coding;INTRON=1/7;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	15:77605554-77605557	-	MGP_AJ_G0022053	MGP_AJ_T0041745.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;BIOTYPE=retained_intron;REF_ALLELE=CTC;UPLOADED_ALLELE=CTC/-;DISTANCE=3245;STRAND=-1
.	15:77605554-77605557	-	MGP_AJ_G0022053	MGP_AJ_T0041746.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;BIOTYPE=retained_intron;REF_ALLELE=CTC;UPLOADED_ALLELE=CTC/-;DISTANCE=3246;STRAND=-1
