#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	CLIN_SIG	SOMATIC	PHENO
.	1:51814123-51814124	-	intron_variant	MODIFIER	Hecw2	MGP_AJ_G0016006	Transcript	MGP_AJ_T0019809.1	protein_coding	-	2/28	-	-	-	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:51814123-51814124	-	intron_variant	MODIFIER	Hecw2	MGP_AJ_G0016006	Transcript	MGP_AJ_T0019810.1	protein_coding	-	2/28	-	-	-	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:51814123-51814124	-	intron_variant	MODIFIER	Hecw2	MGP_AJ_G0016006	Transcript	MGP_AJ_T0019813.1	protein_coding	-	2/6	-	-	-	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:51814123-51814124	-	intron_variant,non_coding_transcript_variant	MODIFIER	Hecw2	MGP_AJ_G0016006	Transcript	MGP_AJ_T0019814.1	retained_intron	-	2/3	-	-	-	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	11:90410329-90410332	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAA	AAA/-	-	-	-	-	-	-	-	-	-	-	-	-
.	11:97178040-97178041	-	intron_variant	MODIFIER	Casc3	MGP_AJ_G0019042	Transcript	MGP_AJ_T0032142.1	protein_coding	-	4/14	-	-	-	-	-	-	-	-	T	T/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	11:97178040-97178041	-	intron_variant	MODIFIER	Casc3	MGP_AJ_G0019042	Transcript	MGP_AJ_T0032143.1	protein_coding	-	3/13	-	-	-	-	-	-	-	-	T	T/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	11:97178040-97178041	-	intron_variant,non_coding_transcript_variant	MODIFIER	Casc3	MGP_AJ_G0019042	Transcript	MGP_AJ_T0032145.1	processed_transcript	-	3/5	-	-	-	-	-	-	-	-	T	T/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	11:102632532-102632533	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:72041860-72041861	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:103826047-103826047	AG	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-/AG	-	-	-	-	-	-	-	-	-	-	-	-
.	14:47672511-47672512	-	intron_variant	MODIFIER	Acin1	MGP_AJ_G0021280	Transcript	MGP_AJ_T0039393.1	protein_coding	-	8/18	-	-	-	-	-	-	-	-	T	T/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	14:47672511-47672512	-	intron_variant	MODIFIER	Acin1	MGP_AJ_G0021280	Transcript	MGP_AJ_T0039395.1	protein_coding	-	8/18	-	-	-	-	-	-	-	-	T	T/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	14:47672511-47672512	-	intron_variant	MODIFIER	Acin1	MGP_AJ_G0021280	Transcript	MGP_AJ_T0039398.1	protein_coding	-	7/17	-	-	-	-	-	-	-	-	T	T/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	14:47672511-47672512	-	intron_variant,non_coding_transcript_variant	MODIFIER	Acin1	MGP_AJ_G0021280	Transcript	MGP_AJ_T0039410.1	retained_intron	-	2/2	-	-	-	-	-	-	-	-	T	T/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	14:47672511-47672512	-	downstream_gene_variant	MODIFIER	Acin1	MGP_AJ_G0021280	Transcript	MGP_AJ_T0039412.1	retained_intron	-	-	-	-	-	-	-	-	-	-	T	T/-	1823	-1	-	MGI	-	-	-	-	-	-	-	-
.	14:56282285-56282286	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	G	G/-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:61398368-61398369	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	C	C/-	-	-	-	-	-	-	-	-	-	-	-	-
.	15:34070430-34070431	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	16:77558679-77558679	A	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-/A	-	-	-	-	-	-	-	-	-	-	-	-
.	17:66904584-66904585	-	intron_variant	MODIFIER	Ptprm	MGP_AJ_G0023948	Transcript	MGP_AJ_T0048429.1	protein_coding	-	17/30	-	-	-	-	-	-	-	-	T	T/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	18:30495842-30495842	T	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-/T	-	-	-	-	-	-	-	-	-	-	-	-
.	2:57878590-57878593	-	downstream_gene_variant	MODIFIER	-	MGP_AJ_G0011662	Transcript	MGP_AJ_T0013567.1	processed_pseudogene	-	-	-	-	-	-	-	-	-	-	TTA	TTA/-	2903	-1	-	-	-	-	-	-	-	-	-	-
.	2:179772900-179772901	-	intron_variant	MODIFIER	Ythdf1	MGP_AJ_G0026970	Transcript	MGP_AJ_T0059789.1	protein_coding	-	2/4	-	-	-	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	2:179772900-179772901	-	splice_region_variant,splice_polypyrimidine_tract_variant,intron_variant	LOW	Ythdf1	MGP_AJ_G0026970	Transcript	MGP_AJ_T0059790.1	protein_coding	-	2/5	-	-	-	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
