#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
.	1:75531735-75531737	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=TC;UPLOADED_ALLELE=TC/-
.	1:89021598-89021601	-	MGP_AJ_G0016277	MGP_AJ_T0021232.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Col6a3;BIOTYPE=protein_coding;INTRON=2/40;REF_ALLELE=TGC;UPLOADED_ALLELE=TGC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:89021598-89021601	-	MGP_AJ_G0016277	MGP_AJ_T0021233.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Col6a3;BIOTYPE=protein_coding;INTRON=3/43;REF_ALLELE=TGC;UPLOADED_ALLELE=TGC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:89021598-89021601	-	MGP_AJ_G0016277	MGP_AJ_T0021234.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Col6a3;BIOTYPE=protein_coding;INTRON=2/40;REF_ALLELE=TGC;UPLOADED_ALLELE=TGC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:89021598-89021601	-	MGP_AJ_G0016277	MGP_AJ_T0021238.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Col6a3;BIOTYPE=protein_coding;INTRON=3/10;REF_ALLELE=TGC;UPLOADED_ALLELE=TGC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:89021598-89021601	-	MGP_AJ_G0016277	MGP_AJ_T0021239.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Col6a3;BIOTYPE=protein_coding;INTRON=2/2;REF_ALLELE=TGC;UPLOADED_ALLELE=TGC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:164471075-164471076	-	MGP_AJ_G0010416	MGP_AJ_T0012321.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;BIOTYPE=processed_pseudogene;REF_ALLELE=T;UPLOADED_ALLELE=T/-;DISTANCE=1126;STRAND=1
.	1:164471075-164471076	-	MGP_AJ_G0016680	MGP_AJ_T0023187.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Pou2f1;BIOTYPE=protein_coding;INTRON=1/16;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:164471075-164471076	-	MGP_AJ_G0016680	MGP_AJ_T0023190.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Pou2f1;BIOTYPE=protein_coding;INTRON=2/16;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:164471075-164471076	-	MGP_AJ_G0016680	MGP_AJ_T0023191.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Pou2f1;BIOTYPE=protein_coding;INTRON=1/15;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=-1;SYMBOL_SOURCE=MGI
