#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
.	1:162166843-162166844	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=A;UPLOADED_ALLELE=A/-
.	10:3508026-3508027	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	10:127960097-127960098	-	MGP_AJ_G0017882	MGP_AJ_T0027557.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Olfr786;BIOTYPE=protein_coding;REF_ALLELE=A;UPLOADED_ALLELE=A/-;DISTANCE=211;STRAND=1;SYMBOL_SOURCE=MGI
.	10:127960097-127960098	-	MGP_AJ_G0017882	MGP_AJ_T0027558.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Olfr786;BIOTYPE=protein_coding;REF_ALLELE=A;UPLOADED_ALLELE=A/-;DISTANCE=211;STRAND=1;SYMBOL_SOURCE=MGI
.	11:70048350-70048354	-	MGP_AJ_G0018598	MGP_AJ_T0030396.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=4933427D14Rik;BIOTYPE=processed_transcript;REF_ALLELE=ACAC;UPLOADED_ALLELE=ACAC/-;DISTANCE=841;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:70048350-70048354	-	MGP_AJ_G0018598	MGP_AJ_T0030397.1	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=4933427D14Rik;BIOTYPE=nonsense_mediated_decay;INTRON=19/19;REF_ALLELE=ACAC;UPLOADED_ALLELE=ACAC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:70048350-70048354	-	MGP_AJ_G0018598	MGP_AJ_T0030398.1	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=4933427D14Rik;BIOTYPE=nonsense_mediated_decay;INTRON=18/18;REF_ALLELE=ACAC;UPLOADED_ALLELE=ACAC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:70048350-70048354	-	MGP_AJ_G0018598	MGP_AJ_T0030399.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=4933427D14Rik;BIOTYPE=protein_coding;INTRON=18/18;REF_ALLELE=ACAC;UPLOADED_ALLELE=ACAC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:70048350-70048354	-	MGP_AJ_G0018598	MGP_AJ_T0030400.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=4933427D14Rik;BIOTYPE=processed_transcript;INTRON=6/6;REF_ALLELE=ACAC;UPLOADED_ALLELE=ACAC/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	12:81689423-81689426	-	MGP_AJ_G0019887	MGP_AJ_T0035300.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Elmsan1;BIOTYPE=protein_coding;INTRON=1/12;REF_ALLELE=TCT;UPLOADED_ALLELE=TCT/-;STRAND=-1;SYMBOL_SOURCE=MGI
