#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
.	1:58013411-58013412	-	MGP_AJ_G0016056	MGP_AJ_T0020093.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Wdr12;BIOTYPE=protein_coding;INTRON=2/14;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:58013411-58013412	-	MGP_AJ_G0016056	MGP_AJ_T0020094.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Wdr12;BIOTYPE=protein_coding;INTRON=3/13;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:58013411-58013412	-	MGP_AJ_G0016056	MGP_AJ_T0020095.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Wdr12;BIOTYPE=protein_coding;INTRON=3/13;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:58013411-58013412	-	MGP_AJ_G0016056	MGP_AJ_T0020098.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Wdr12;BIOTYPE=protein_coding;INTRON=3/5;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:58013411-58013412	-	MGP_AJ_G0016056	MGP_AJ_T0020099.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Wdr12;BIOTYPE=protein_coding;INTRON=3/5;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:58013411-58013412	-	MGP_AJ_G0016056	MGP_AJ_T0020100.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Wdr12;BIOTYPE=retained_intron;REF_ALLELE=G;UPLOADED_ALLELE=G/-;DISTANCE=2617;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:95333892-95333893	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=A;UPLOADED_ALLELE=A/-
.	10:79827816-79827818	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=TC;UPLOADED_ALLELE=TC/-
.	12:3501050-3501051	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=A;UPLOADED_ALLELE=A/-
.	12:88790710-88790710	A	MGP_AJ_G0007938	MGP_AJ_T0009816.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;BIOTYPE=miRNA;UPLOADED_ALLELE=-/A;DISTANCE=1245;STRAND=1
.	12:88790710-88790710	A	MGP_AJ_G0019952	MGP_AJ_T0035527.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Cep128;BIOTYPE=protein_coding;INTRON=20/25;UPLOADED_ALLELE=-/A;STRAND=-1;SYMBOL_SOURCE=MGI
.	12:88790710-88790710	A	MGP_AJ_G0019952	MGP_AJ_T0035528.1	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Cep128;BIOTYPE=nonsense_mediated_decay;INTRON=6/12;UPLOADED_ALLELE=-/A;STRAND=-1;SYMBOL_SOURCE=MGI
