#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	CLIN_SIG	SOMATIC	PHENO
.	1:162166843-162166844	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	A	A/-	-	-	-	-	-	-	-	-	-	-	-	-
.	10:3508026-3508027	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	10:127960097-127960098	-	downstream_gene_variant	MODIFIER	Olfr786	MGP_AJ_G0017882	Transcript	MGP_AJ_T0027557.1	protein_coding	-	-	-	-	-	-	-	-	-	-	A	A/-	211	1	-	MGI	-	-	-	-	-	-	-	-
.	10:127960097-127960098	-	downstream_gene_variant	MODIFIER	Olfr786	MGP_AJ_G0017882	Transcript	MGP_AJ_T0027558.1	protein_coding	-	-	-	-	-	-	-	-	-	-	A	A/-	211	1	-	MGI	-	-	-	-	-	-	-	-
.	11:70048350-70048354	-	upstream_gene_variant	MODIFIER	4933427D14Rik	MGP_AJ_G0018598	Transcript	MGP_AJ_T0030396.1	processed_transcript	-	-	-	-	-	-	-	-	-	-	ACAC	ACAC/-	841	-1	-	MGI	-	-	-	-	-	-	-	-
.	11:70048350-70048354	-	intron_variant,NMD_transcript_variant	MODIFIER	4933427D14Rik	MGP_AJ_G0018598	Transcript	MGP_AJ_T0030397.1	nonsense_mediated_decay	-	19/19	-	-	-	-	-	-	-	-	ACAC	ACAC/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	11:70048350-70048354	-	intron_variant,NMD_transcript_variant	MODIFIER	4933427D14Rik	MGP_AJ_G0018598	Transcript	MGP_AJ_T0030398.1	nonsense_mediated_decay	-	18/18	-	-	-	-	-	-	-	-	ACAC	ACAC/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	11:70048350-70048354	-	intron_variant	MODIFIER	4933427D14Rik	MGP_AJ_G0018598	Transcript	MGP_AJ_T0030399.1	protein_coding	-	18/18	-	-	-	-	-	-	-	-	ACAC	ACAC/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	11:70048350-70048354	-	intron_variant,non_coding_transcript_variant	MODIFIER	4933427D14Rik	MGP_AJ_G0018598	Transcript	MGP_AJ_T0030400.1	processed_transcript	-	6/6	-	-	-	-	-	-	-	-	ACAC	ACAC/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	12:81689423-81689426	-	intron_variant	MODIFIER	Elmsan1	MGP_AJ_G0019887	Transcript	MGP_AJ_T0035300.1	protein_coding	-	1/12	-	-	-	-	-	-	-	-	TCT	TCT/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	12:99921791-99921791	T	intron_variant	MODIFIER	Rin3	MGP_AJ_G0019986	Transcript	MGP_AJ_T0035657.1	protein_coding	-	1/9	-	-	-	-	-	-	-	-	-	-/T	-	1	-	MGI	-	-	-	-	-	-	-	-
.	12:99921791-99921791	T	intron_variant	MODIFIER	Rin3	MGP_AJ_G0019986	Transcript	MGP_AJ_T0035658.1	protein_coding	-	1/5	-	-	-	-	-	-	-	-	-	-/T	-	1	-	MGI	-	-	-	-	-	-	-	-
.	12:99921791-99921791	T	intron_variant	MODIFIER	Rin3	MGP_AJ_G0019986	Transcript	MGP_AJ_T0035659.1	protein_coding	-	1/3	-	-	-	-	-	-	-	-	-	-/T	-	1	-	MGI	-	-	-	-	-	-	-	-
.	12:99921791-99921791	T	intron_variant	MODIFIER	Rin3	MGP_AJ_G0019986	Transcript	MGP_AJ_T0035660.1	protein_coding	-	1/9	-	-	-	-	-	-	-	-	-	-/T	-	1	-	MGI	-	-	-	-	-	-	-	-
.	12:104236959-104236960	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	13:51769335-51769338	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AGC	AGC/-	-	-	-	-	-	-	-	-	-	-	-	-
.	13:69843016-69843017	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	15:79367394-79367395	-	upstream_gene_variant	MODIFIER	Gm17597	MGP_AJ_G0005597	Transcript	MGP_AJ_T0006791.1	lincRNA	-	-	-	-	-	-	-	-	-	-	A	A/-	1613	-1	-	MGI	-	-	-	-	-	-	-	-
.	15:79367394-79367395	-	intron_variant	MODIFIER	Tef	MGP_AJ_G0022081	Transcript	MGP_AJ_T0041850.1	protein_coding	-	1/3	-	-	-	-	-	-	-	-	A	A/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:79367394-79367395	-	intron_variant,non_coding_transcript_variant	MODIFIER	Tef	MGP_AJ_G0022081	Transcript	MGP_AJ_T0041851.1	processed_transcript	-	1/1	-	-	-	-	-	-	-	-	A	A/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:79367394-79367395	-	intron_variant,non_coding_transcript_variant	MODIFIER	Tef	MGP_AJ_G0022081	Transcript	MGP_AJ_T0041852.1	processed_transcript	-	1/1	-	-	-	-	-	-	-	-	A	A/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:79367394-79367395	-	intron_variant,non_coding_transcript_variant	MODIFIER	Tef	MGP_AJ_G0022081	Transcript	MGP_AJ_T0041853.1	retained_intron	-	1/1	-	-	-	-	-	-	-	-	A	A/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:79367394-79367395	-	intron_variant,non_coding_transcript_variant	MODIFIER	Tef	MGP_AJ_G0022081	Transcript	MGP_AJ_T0041854.1	processed_transcript	-	1/1	-	-	-	-	-	-	-	-	A	A/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:97505819-97505820	-	intron_variant	MODIFIER	Asic1	MGP_AJ_G0022296	Transcript	MGP_AJ_T0042530.1	protein_coding	-	3/11	-	-	-	-	-	-	-	-	A	A/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:99992391-99992392	-	upstream_gene_variant	MODIFIER	Krt79	MGP_AJ_G0022356	Transcript	MGP_AJ_T0042680.1	protein_coding	-	-	-	-	-	-	-	-	-	-	T	T/-	1796	-1	-	MGI	-	-	-	-	-	-	-	-
.	16:36722647-36722650	-	intron_variant	MODIFIER	Lsamp	MGP_AJ_G0022790	Transcript	MGP_AJ_T0044410.1	protein_coding	-	1/2	-	-	-	-	-	-	-	-	CCG	CCG/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	16:36722647-36722650	-	intron_variant	MODIFIER	Lsamp	MGP_AJ_G0022790	Transcript	MGP_AJ_T0044411.1	protein_coding	-	1/8	-	-	-	-	-	-	-	-	CCG	CCG/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	16:36722647-36722650	-	intron_variant	MODIFIER	Lsamp	MGP_AJ_G0022790	Transcript	MGP_AJ_T0044412.1	protein_coding	-	1/1	-	-	-	-	-	-	-	-	CCG	CCG/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	16:36722647-36722650	-	intron_variant	MODIFIER	Lsamp	MGP_AJ_G0022790	Transcript	MGP_AJ_T0044413.1	protein_coding	-	1/3	-	-	-	-	-	-	-	-	CCG	CCG/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	16:36722647-36722650	-	intron_variant,non_coding_transcript_variant	MODIFIER	Lsamp	MGP_AJ_G0022790	Transcript	MGP_AJ_T0044414.1	processed_transcript	-	1/3	-	-	-	-	-	-	-	-	CCG	CCG/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	17:71989535-71989536	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	2:25424303-25424304	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	G	G/-	-	-	-	-	-	-	-	-	-	-	-	-
.	2:35245145-35245145	A	non_coding_transcript_exon_variant	MODIFIER	-	MGP_AJ_G0000999	Transcript	MGP_AJ_T0001068.1	TEC	1/1	-	-	-	883-884	-	-	-	-	-	-	-/A	-	-1	-	-	-	-	-	-	-	-	-	-
.	2:35245145-35245145	A	intron_variant	MODIFIER	Dennd1a	MGP_AJ_G0025677	Transcript	MGP_AJ_T0054565.1	protein_coding	-	9/21	-	-	-	-	-	-	-	-	-	-/A	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	2:35245145-35245145	A	intron_variant,NMD_transcript_variant	MODIFIER	Dennd1a	MGP_AJ_G0025677	Transcript	MGP_AJ_T0054567.1	nonsense_mediated_decay	-	8/18	-	-	-	-	-	-	-	-	-	-/A	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	2:35245145-35245145	A	intron_variant,NMD_transcript_variant	MODIFIER	Dennd1a	MGP_AJ_G0025677	Transcript	MGP_AJ_T0054568.1	nonsense_mediated_decay	-	6/9	-	-	-	-	-	-	-	-	-	-/A	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	2:35245145-35245145	A	intron_variant	MODIFIER	Dennd1a	MGP_AJ_G0025677	Transcript	MGP_AJ_T0054569.1	protein_coding	-	3/4	-	-	-	-	-	-	-	-	-	-/A	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	2:35245145-35245145	A	downstream_gene_variant	MODIFIER	Dennd1a	MGP_AJ_G0025677	Transcript	MGP_AJ_T0054570.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-/A	2962	-1	-	MGI	-	-	-	-	-	-	-	-
