#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
.	1:141131486-141131487	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=A;UPLOADED_ALLELE=A/-
.	1:152304694-152304697	-	MGP_AJ_G0016584	MGP_AJ_T0022676.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Rgsl1;BIOTYPE=unknown_likely_coding;REF_ALLELE=GAG;UPLOADED_ALLELE=GAG/-;DISTANCE=2278;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:152304694-152304697	-	MGP_AJ_G0016584	MGP_AJ_T0022677.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Rgsl1;BIOTYPE=protein_coding;REF_ALLELE=GAG;UPLOADED_ALLELE=GAG/-;DISTANCE=2250;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:152304694-152304697	-	MGP_AJ_G0016584	MGP_AJ_T0022680.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Rgsl1;BIOTYPE=nonsense_mediated_decay;REF_ALLELE=GAG;UPLOADED_ALLELE=GAG/-;DISTANCE=2258;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:152304694-152304697	-	MGP_AJ_G0016585	MGP_AJ_T0022683.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Teddm2;BIOTYPE=protein_coding;REF_ALLELE=GAG;UPLOADED_ALLELE=GAG/-;DISTANCE=3247;STRAND=-1;SYMBOL_SOURCE=MGI
.	1:152304694-152304697	-	MGP_AJ_G0016585	MGP_AJ_T0022684.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Teddm2;BIOTYPE=protein_coding;REF_ALLELE=GAG;UPLOADED_ALLELE=GAG/-;DISTANCE=3247;STRAND=-1;SYMBOL_SOURCE=MGI
.	10:24394361-24394362	-	MGP_AJ_G0017082	MGP_AJ_T0024826.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Lama2;BIOTYPE=protein_coding;INTRON=41/64;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	10:24394361-24394362	-	MGP_AJ_G0017082	MGP_AJ_T0024827.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Lama2;BIOTYPE=unknown_likely_coding;INTRON=2/23;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	10:43302536-43302538	-	MGP_AJ_G0017186	MGP_AJ_T0025124.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Hace1;BIOTYPE=protein_coding;INTRON=11/23;REF_ALLELE=CT;UPLOADED_ALLELE=CT/-;STRAND=1;SYMBOL_SOURCE=MGI
.	10:74501288-74501293	-	MGP_AJ_G0017367	MGP_AJ_T0025833.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Pcbp3;BIOTYPE=protein_coding;INTRON=1/15;REF_ALLELE=TTGTT;UPLOADED_ALLELE=TTGTT/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	10:74501288-74501293	-	MGP_AJ_G0017367	MGP_AJ_T0025836.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Pcbp3;BIOTYPE=protein_coding;INTRON=1/18;REF_ALLELE=TTGTT;UPLOADED_ALLELE=TTGTT/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	10:74501288-74501293	-	MGP_AJ_G0017367	MGP_AJ_T0025840.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Pcbp3;BIOTYPE=processed_transcript;INTRON=1/7;REF_ALLELE=TTGTT;UPLOADED_ALLELE=TTGTT/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	10:123175936-123175937	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	10:127924673-127924674	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=C;UPLOADED_ALLELE=C/-
.	11:29692230-29692230	TTA	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;UPLOADED_ALLELE=-/TTA
.	11:31808784-31808785	-	MGP_AJ_G0018124	MGP_AJ_T0028498.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Dock2;BIOTYPE=protein_coding;INTRON=17/51;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:31808784-31808785	-	MGP_AJ_G0018124	MGP_AJ_T0028500.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Dock2;BIOTYPE=protein_coding;INTRON=17/34;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:31808784-31808785	-	MGP_AJ_G0018124	MGP_AJ_T0028504.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Dock2;BIOTYPE=protein_coding;REF_ALLELE=A;UPLOADED_ALLELE=A/-;DISTANCE=4076;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:31808784-31808785	-	MGP_AJ_G0018124	MGP_AJ_T0028505.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Dock2;BIOTYPE=retained_intron;INTRON=17/26;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:31808784-31808785	-	MGP_AJ_G0018124	MGP_AJ_T0028506.1	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Dock2;BIOTYPE=nonsense_mediated_decay;INTRON=17/25;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:40517242-40517243	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=A;UPLOADED_ALLELE=A/-
.	11:67171598-67171598	T	MGP_AJ_G0018497	MGP_AJ_T0029917.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Chd3;BIOTYPE=protein_coding;UPLOADED_ALLELE=-/T;DISTANCE=3519;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:67171598-67171598	T	MGP_AJ_G0018497	MGP_AJ_T0029918.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Chd3;BIOTYPE=protein_coding;UPLOADED_ALLELE=-/T;DISTANCE=3554;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:67171598-67171598	T	MGP_AJ_G0018498	MGP_AJ_T0029925.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Gm17305;BIOTYPE=protein_coding;UPLOADED_ALLELE=-/T;DISTANCE=3554;STRAND=1;SYMBOL_SOURCE=MGI
.	12:58676761-58676761	GT	MGP_AJ_G0019731	MGP_AJ_T0034844.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Lrfn5;BIOTYPE=processed_transcript;INTRON=1/1;UPLOADED_ALLELE=-/GT;STRAND=1;SYMBOL_SOURCE=MGI
.	12:58676761-58676761	GT	MGP_AJ_G0019731	MGP_AJ_T0034845.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Lrfn5;BIOTYPE=processed_transcript;INTRON=1/1;UPLOADED_ALLELE=-/GT;STRAND=1;SYMBOL_SOURCE=MGI
.	12:58676761-58676761	GT	MGP_AJ_G0019731	MGP_AJ_T0034846.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Lrfn5;BIOTYPE=protein_coding;INTRON=1/5;UPLOADED_ALLELE=-/GT;STRAND=1;SYMBOL_SOURCE=MGI
