#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	CLIN_SIG	SOMATIC	PHENO
.	1:95333892-95333892	A	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-/A	-	-	-	-	-	-	-	-	-	-	-	-
.	1:141360788-141360789	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	10:81104809-81104811	-	intron_variant	MODIFIER	Chst11	MGP_AJ_G0017563	Transcript	MGP_AJ_T0026574.1	protein_coding	-	2/2	-	-	-	-	-	-	-	-	CA	CA/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	10:90542384-90542384	A	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-/A	-	-	-	-	-	-	-	-	-	-	-	-
.	11:57031461-57031461	T	frameshift_variant	HIGH	Zfp867	MGP_AJ_G0018368	Transcript	MGP_AJ_T0029312.1	protein_coding	4/4	-	-	-	1262-1263	1155-1156	385-386	-/X	-/A	-	-	-/T	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	11:90508216-90508217	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	A	A/-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:40940605-40940606	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:87088554-87088556	-	intron_variant,NMD_transcript_variant	MODIFIER	Nrxn3	MGP_AJ_G0019950	Transcript	MGP_AJ_T0035514.1	nonsense_mediated_decay	-	7/18	-	-	-	-	-	-	-	-	GT	GT/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	12:87088554-87088556	-	intron_variant,NMD_transcript_variant	MODIFIER	Nrxn3	MGP_AJ_G0019950	Transcript	MGP_AJ_T0035515.1	nonsense_mediated_decay	-	9/20	-	-	-	-	-	-	-	-	GT	GT/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	12:87088554-87088556	-	intron_variant	MODIFIER	Nrxn3	MGP_AJ_G0019950	Transcript	MGP_AJ_T0035519.1	protein_coding	-	9/19	-	-	-	-	-	-	-	-	GT	GT/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	12:87088554-87088556	-	intron_variant	MODIFIER	Nrxn3	MGP_AJ_G0019950	Transcript	MGP_AJ_T0035522.1	protein_coding	-	8/19	-	-	-	-	-	-	-	-	GT	GT/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	12:87088554-87088556	-	intron_variant	MODIFIER	Nrxn3	MGP_AJ_G0019950	Transcript	MGP_AJ_T0035523.1	protein_coding	-	5/16	-	-	-	-	-	-	-	-	GT	GT/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	13:16118461-16118464	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAG	AAG/-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:57102151-57102151	A	intron_variant	MODIFIER	Pinx1	MGP_AJ_G0021424	Transcript	MGP_AJ_T0039819.1	protein_coding	-	6/6	-	-	-	-	-	-	-	-	-	-/A	-	1	-	MGI	-	-	-	-	-	-	-	-
.	14:76904480-76904481	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	15:8136890-8136891	-	intron_variant	MODIFIER	Adamts12	MGP_AJ_G0021690	Transcript	MGP_AJ_T0040587.1	protein_coding	-	3/23	-	-	-	-	-	-	-	-	A	A/-	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:78765431-78765434	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAG	AAG/-	-	-	-	-	-	-	-	-	-	-	-	-
.	15:81199811-81199812	-	downstream_gene_variant	MODIFIER	Tspo	MGP_AJ_G0022126	Transcript	MGP_AJ_T0041980.1	protein_coding	-	-	-	-	-	-	-	-	-	-	A	A/-	1281	1	-	MGI	-	-	-	-	-	-	-	-
.	15:81199811-81199812	-	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	Ttll12	MGP_AJ_G0022127	Transcript	MGP_AJ_T0041981.1	nonsense_mediated_decay	13/13	-	-	-	3212	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	15:81199811-81199812	-	downstream_gene_variant	MODIFIER	Ttll12	MGP_AJ_G0022127	Transcript	MGP_AJ_T0041982.1	protein_coding	-	-	-	-	-	-	-	-	-	-	A	A/-	162	-1	-	MGI	-	-	-	-	-	-	-	-
.	16:35971901-35971902	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T	T/-	-	-	-	-	-	-	-	-	-	-	-	-
.	18:6213479-6213480	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	A	A/-	-	-	-	-	-	-	-	-	-	-	-	-
.	19:9005715-9005718	-	downstream_gene_variant	MODIFIER	Olfr76	MGP_AJ_G0024871	Transcript	MGP_AJ_T0051227.1	protein_coding	-	-	-	-	-	-	-	-	-	-	GCA	GCA/-	1617	-1	-	MGI	-	-	-	-	-	-	-	-
.	2:25424303-25424304	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	G	G/-	-	-	-	-	-	-	-	-	-	-	-	-
.	2:129130379-129130380	-	intron_variant	MODIFIER	Siglec1	MGP_AJ_G0026484	Transcript	MGP_AJ_T0057781.1	protein_coding	-	5/20	-	-	-	-	-	-	-	-	G	G/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	2:129130379-129130380	-	intron_variant	MODIFIER	Siglec1	MGP_AJ_G0026484	Transcript	MGP_AJ_T0057782.1	protein_coding	-	5/16	-	-	-	-	-	-	-	-	G	G/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	2:129130379-129130380	-	downstream_gene_variant	MODIFIER	Siglec1	MGP_AJ_G0026484	Transcript	MGP_AJ_T0057783.1	protein_coding	-	-	-	-	-	-	-	-	-	-	G	G/-	1354	-1	-	MGI	-	-	-	-	-	-	-	-
.	3:6620224-6620225	-	intron_variant	MODIFIER	Zfp704	MGP_AJ_G0027021	Transcript	MGP_AJ_T0060070.1	protein_coding	-	2/8	-	-	-	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	3:6620224-6620225	-	intron_variant	MODIFIER	Zfp704	MGP_AJ_G0027021	Transcript	MGP_AJ_T0060071.1	protein_coding	-	1/9	-	-	-	-	-	-	-	-	A	A/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	4:81010084-81010084	T	intron_variant	MODIFIER	Bnc2	MGP_AJ_G0028367	Transcript	MGP_AJ_T0066235.1	protein_coding	-	6/7	-	-	-	-	-	-	-	-	-	-/T	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	4:81010084-81010084	T	intron_variant	MODIFIER	Bnc2	MGP_AJ_G0028367	Transcript	MGP_AJ_T0066236.1	protein_coding	-	5/6	-	-	-	-	-	-	-	-	-	-/T	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	4:81010084-81010084	T	intron_variant	MODIFIER	Bnc2	MGP_AJ_G0028367	Transcript	MGP_AJ_T0066237.1	protein_coding	-	4/6	-	-	-	-	-	-	-	-	-	-/T	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	4:81010084-81010084	T	intron_variant	MODIFIER	Bnc2	MGP_AJ_G0028367	Transcript	MGP_AJ_T0066239.1	protein_coding	-	4/5	-	-	-	-	-	-	-	-	-	-/T	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	4:81010084-81010084	T	intron_variant	MODIFIER	Bnc2	MGP_AJ_G0028367	Transcript	MGP_AJ_T0066244.1	protein_coding	-	5/5	-	-	-	-	-	-	-	-	-	-/T	-	-1	-	MGI	-	-	-	-	-	-	-	-
