#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	CLIN_SIG	SOMATIC	PHENO
.	1:58013411-58013412	-	intron_variant	MODIFIER	Wdr12	MGP_AJ_G0016056	Transcript	MGP_AJ_T0020093.1	protein_coding	-	2/14	-	-	-	-	-	-	-	-	G	G/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:58013411-58013412	-	intron_variant	MODIFIER	Wdr12	MGP_AJ_G0016056	Transcript	MGP_AJ_T0020094.1	protein_coding	-	3/13	-	-	-	-	-	-	-	-	G	G/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:58013411-58013412	-	intron_variant	MODIFIER	Wdr12	MGP_AJ_G0016056	Transcript	MGP_AJ_T0020095.1	protein_coding	-	3/13	-	-	-	-	-	-	-	-	G	G/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:58013411-58013412	-	intron_variant	MODIFIER	Wdr12	MGP_AJ_G0016056	Transcript	MGP_AJ_T0020098.1	protein_coding	-	3/5	-	-	-	-	-	-	-	-	G	G/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:58013411-58013412	-	intron_variant	MODIFIER	Wdr12	MGP_AJ_G0016056	Transcript	MGP_AJ_T0020099.1	protein_coding	-	3/5	-	-	-	-	-	-	-	-	G	G/-	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:58013411-58013412	-	downstream_gene_variant	MODIFIER	Wdr12	MGP_AJ_G0016056	Transcript	MGP_AJ_T0020100.1	retained_intron	-	-	-	-	-	-	-	-	-	-	G	G/-	2617	-1	-	MGI	-	-	-	-	-	-	-	-
.	1:95333892-95333893	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	A	A/-	-	-	-	-	-	-	-	-	-	-	-	-
.	10:79827816-79827818	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TC	TC/-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:3501050-3501051	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	A	A/-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:88790710-88790710	A	downstream_gene_variant	MODIFIER	-	MGP_AJ_G0007938	Transcript	MGP_AJ_T0009816.1	miRNA	-	-	-	-	-	-	-	-	-	-	-	-/A	1245	1	-	-	-	-	-	-	-	-	-	-
.	12:88790710-88790710	A	intron_variant	MODIFIER	Cep128	MGP_AJ_G0019952	Transcript	MGP_AJ_T0035527.1	protein_coding	-	20/25	-	-	-	-	-	-	-	-	-	-/A	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	12:88790710-88790710	A	intron_variant,NMD_transcript_variant	MODIFIER	Cep128	MGP_AJ_G0019952	Transcript	MGP_AJ_T0035528.1	nonsense_mediated_decay	-	6/12	-	-	-	-	-	-	-	-	-	-/A	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	12:88790710-88790710	A	intron_variant,non_coding_transcript_variant	MODIFIER	Cep128	MGP_AJ_G0019952	Transcript	MGP_AJ_T0035532.1	processed_transcript	-	1/6	-	-	-	-	-	-	-	-	-	-/A	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	12:88790710-88790710	A	intron_variant,non_coding_transcript_variant	MODIFIER	Cep128	MGP_AJ_G0019952	Transcript	MGP_AJ_T0035533.1	processed_transcript	-	2/4	-	-	-	-	-	-	-	-	-	-/A	-	-1	-	MGI	-	-	-	-	-	-	-	-
.	12:105223026-105223027	-	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	A	A/-	-	-	-	-	-	-	-	-	-	-	-	-
.	15:9102020-9102020	T	downstream_gene_variant	MODIFIER	Mir1898	MGP_AJ_G0008149	Transcript	MGP_AJ_T0010027.1	miRNA	-	-	-	-	-	-	-	-	-	-	-	-/T	2791	1	-	MGI	-	-	-	-	-	-	-	-
.	15:9102020-9102020	T	intron_variant	MODIFIER	Zfr	MGP_AJ_G0021694	Transcript	MGP_AJ_T0040593.1	protein_coding	-	17/19	-	-	-	-	-	-	-	-	-	-/T	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:9102020-9102020	T	intron_variant	MODIFIER	Zfr	MGP_AJ_G0021694	Transcript	MGP_AJ_T0040598.1	protein_coding	-	5/7	-	-	-	-	-	-	-	-	-	-/T	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:9102020-9102020	T	intron_variant,NMD_transcript_variant	MODIFIER	Zfr	MGP_AJ_G0021694	Transcript	MGP_AJ_T0040599.1	nonsense_mediated_decay	-	2/4	-	-	-	-	-	-	-	-	-	-/T	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:9102020-9102020	T	downstream_gene_variant	MODIFIER	Zfr	MGP_AJ_G0021694	Transcript	MGP_AJ_T0040600.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-/T	2579	1	-	MGI	-	-	-	-	-	-	-	-
.	15:54694246-54694246	GA	intron_variant	MODIFIER	Zhx2	MGP_AJ_G0021821	Transcript	MGP_AJ_T0040946.1	protein_coding	-	2/3	-	-	-	-	-	-	-	-	-	-/GA	-	1	-	MGI	-	-	-	-	-	-	-	-
.	15:54694246-54694246	GA	intron_variant,non_coding_transcript_variant	MODIFIER	Zhx2	MGP_AJ_G0021821	Transcript	MGP_AJ_T0040947.1	processed_transcript	-	2/2	-	-	-	-	-	-	-	-	-	-/GA	-	1	-	MGI	-	-	-	-	-	-	-	-
