#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
.	1:95333892-95333892	A	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;UPLOADED_ALLELE=-/A
.	1:141360788-141360789	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	10:81104809-81104811	-	MGP_AJ_G0017563	MGP_AJ_T0026574.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Chst11;BIOTYPE=protein_coding;INTRON=2/2;REF_ALLELE=CA;UPLOADED_ALLELE=CA/-;STRAND=1;SYMBOL_SOURCE=MGI
.	10:90542384-90542384	A	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;UPLOADED_ALLELE=-/A
.	11:57031461-57031461	T	MGP_AJ_G0018368	MGP_AJ_T0029312.1	Transcript	frameshift_variant	1262-1263	1155-1156	385-386	-/X	-/A	-	IMPACT=HIGH;SYMBOL=Zfp867;BIOTYPE=protein_coding;EXON=4/4;UPLOADED_ALLELE=-/T;STRAND=-1;SYMBOL_SOURCE=MGI
.	11:90508216-90508217	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=A;UPLOADED_ALLELE=A/-
.	12:40940605-40940606	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	12:87088554-87088556	-	MGP_AJ_G0019950	MGP_AJ_T0035514.1	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Nrxn3;BIOTYPE=nonsense_mediated_decay;INTRON=7/18;REF_ALLELE=GT;UPLOADED_ALLELE=GT/-;STRAND=1;SYMBOL_SOURCE=MGI
.	12:87088554-87088556	-	MGP_AJ_G0019950	MGP_AJ_T0035515.1	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Nrxn3;BIOTYPE=nonsense_mediated_decay;INTRON=9/20;REF_ALLELE=GT;UPLOADED_ALLELE=GT/-;STRAND=1;SYMBOL_SOURCE=MGI
.	12:87088554-87088556	-	MGP_AJ_G0019950	MGP_AJ_T0035519.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Nrxn3;BIOTYPE=protein_coding;INTRON=9/19;REF_ALLELE=GT;UPLOADED_ALLELE=GT/-;STRAND=1;SYMBOL_SOURCE=MGI
.	12:87088554-87088556	-	MGP_AJ_G0019950	MGP_AJ_T0035522.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Nrxn3;BIOTYPE=protein_coding;INTRON=8/19;REF_ALLELE=GT;UPLOADED_ALLELE=GT/-;STRAND=1;SYMBOL_SOURCE=MGI
.	12:87088554-87088556	-	MGP_AJ_G0019950	MGP_AJ_T0035523.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Nrxn3;BIOTYPE=protein_coding;INTRON=5/16;REF_ALLELE=GT;UPLOADED_ALLELE=GT/-;STRAND=1;SYMBOL_SOURCE=MGI
.	13:16118461-16118464	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=AAG;UPLOADED_ALLELE=AAG/-
.	14:57102151-57102151	A	MGP_AJ_G0021424	MGP_AJ_T0039819.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Pinx1;BIOTYPE=protein_coding;INTRON=6/6;UPLOADED_ALLELE=-/A;STRAND=1;SYMBOL_SOURCE=MGI
.	14:76904480-76904481	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	15:8136890-8136891	-	MGP_AJ_G0021690	MGP_AJ_T0040587.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Adamts12;BIOTYPE=protein_coding;INTRON=3/23;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=1;SYMBOL_SOURCE=MGI
.	15:78765431-78765434	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=AAG;UPLOADED_ALLELE=AAG/-
.	15:81199811-81199812	-	MGP_AJ_G0022126	MGP_AJ_T0041980.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Tspo;BIOTYPE=protein_coding;REF_ALLELE=A;UPLOADED_ALLELE=A/-;DISTANCE=1281;STRAND=1;SYMBOL_SOURCE=MGI
.	15:81199811-81199812	-	MGP_AJ_G0022127	MGP_AJ_T0041981.1	Transcript	3_prime_UTR_variant,NMD_transcript_variant	3212	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Ttll12;BIOTYPE=nonsense_mediated_decay;EXON=13/13;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	15:81199811-81199812	-	MGP_AJ_G0022127	MGP_AJ_T0041982.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Ttll12;BIOTYPE=protein_coding;REF_ALLELE=A;UPLOADED_ALLELE=A/-;DISTANCE=162;STRAND=-1;SYMBOL_SOURCE=MGI
.	16:35971901-35971902	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	18:6213479-6213480	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=A;UPLOADED_ALLELE=A/-
.	19:9005715-9005718	-	MGP_AJ_G0024871	MGP_AJ_T0051227.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Olfr76;BIOTYPE=protein_coding;REF_ALLELE=GCA;UPLOADED_ALLELE=GCA/-;DISTANCE=1617;STRAND=-1;SYMBOL_SOURCE=MGI
.	2:25424303-25424304	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=G;UPLOADED_ALLELE=G/-
.	2:129130379-129130380	-	MGP_AJ_G0026484	MGP_AJ_T0057781.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Siglec1;BIOTYPE=protein_coding;INTRON=5/20;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	2:129130379-129130380	-	MGP_AJ_G0026484	MGP_AJ_T0057782.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Siglec1;BIOTYPE=protein_coding;INTRON=5/16;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	2:129130379-129130380	-	MGP_AJ_G0026484	MGP_AJ_T0057783.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Siglec1;BIOTYPE=protein_coding;REF_ALLELE=G;UPLOADED_ALLELE=G/-;DISTANCE=1354;STRAND=-1;SYMBOL_SOURCE=MGI
.	3:6620224-6620225	-	MGP_AJ_G0027021	MGP_AJ_T0060070.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Zfp704;BIOTYPE=protein_coding;INTRON=2/8;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	3:6620224-6620225	-	MGP_AJ_G0027021	MGP_AJ_T0060071.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Zfp704;BIOTYPE=protein_coding;INTRON=1/9;REF_ALLELE=A;UPLOADED_ALLELE=A/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	4:81010084-81010084	T	MGP_AJ_G0028367	MGP_AJ_T0066235.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Bnc2;BIOTYPE=protein_coding;INTRON=6/7;UPLOADED_ALLELE=-/T;STRAND=-1;SYMBOL_SOURCE=MGI
.	4:81010084-81010084	T	MGP_AJ_G0028367	MGP_AJ_T0066236.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Bnc2;BIOTYPE=protein_coding;INTRON=5/6;UPLOADED_ALLELE=-/T;STRAND=-1;SYMBOL_SOURCE=MGI
.	4:81010084-81010084	T	MGP_AJ_G0028367	MGP_AJ_T0066237.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Bnc2;BIOTYPE=protein_coding;INTRON=4/6;UPLOADED_ALLELE=-/T;STRAND=-1;SYMBOL_SOURCE=MGI
